today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,@_uuid,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,yes,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,,,,same,a8a9cd42-2ad4-4f8b-8086-d5ee74f5e163,3,3,15.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,yes,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,,,,less,e85d7d96-25d2-4d99-8908-e23978b0ff40,3,3,24.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,yes,yes_improved_a_lot,more_than_half,more_than_half,,,,,,more_than_half,,,more_than_half,,,same,1e7b9800-d37f-4e1a-a938-fba5b5f2707b,3,3,19.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,same,a848ae88-9669-467d-9d6a-db91d50ccf0c,3,3,12.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,more_than_half,,,,,,more_than_half,,,more_than_half,,,same,5aaceaa8-bada-4f0a-9009-e8ebd28dafd6,2,3,21.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,same,3647f799-8acf-43d4-9027-1ab479c42c5d,3,3,25.5,1,2
2017-08-22,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,same,72c6c97f-eda1-4564-993a-6112afa94765,3,3,31.5,2,3
2017-08-23,ACTED,Kunduz,Khanabad,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,same,547034d4-c3bf-4464-ba33-a94fd8009cd2,3,3,67.5,3,3
2017-08-23,ACTED,Kunduz,Khanabad,no_some_richer_households_got_assistance,30000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,,,,,less_than_half,,,,,,same,04445708-c7b6-4255-a5d9-aceffe81fdba,3,3,46,3,3
2017-08-23,ACTED,Kunduz,Khanabad,no_some_richer_households_got_assistance,30000,yes,no,yes_improved_a_little,more_than_half,less_than_half,,,,less_than_half,,,,,,,,same,cd611806-5e6c-4c68-96db-a7fb0e35c9fc,4,2,44.5,3,3
2017-08-23,ACTED,Kunduz,Khanabad,no_some_richer_households_got_assistance,30000,yes,yes,yes_improved_a_little,more_than_half,,,less_than_half,,less_than_half,,,,,,,,less,883f4f6f-ca46-49f4-bfa6-5090c031c894,5,2,66.5,3,3
2017-08-23,ACTED,Kunduz,Khanabad,yes,30000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,,,,,,,less,b1257551-4d7c-4edd-8eeb-aac04da7e5d3,3,3,52.5,3,3
2017-08-23,ACTED,Kunduz,Khanabad,yes,30000,yes,yes,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,27a50f72-9864-4159-9268-61aa21bf02a7,4,2,48.5,3,3
2017-08-23,ACTED,Badakhshan,Eshkashem,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,almost_nothing,,,less_than_half,,,same,698cd4b1-947d-4a89-9bfb-7ecd42170d0e,17,1,50,3,2
2017-08-23,ACTED,Badakhshan,Eshkashem,yes,18000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,more_than_half,,,,,,same,0db58a64-b8df-4e45-9dff-afeb53e930e9,12,1,43.5,3,2
2017-08-23,ACTED,Badakhshan,Eshkashem,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,less,0bbfcb4b-fd69-43c5-b4e7-9f56d290c04e,7,2,53,3,3
2017-08-23,ACTED,Badakhshan,Eshkashem,yes,18000,no,no,yes_improved_a_little,,,,,,less_than_half,,,,,more_than_half,,,less,f04e6363-3b10-413b-8964-cc98d23e56b2,11,1,50.5,3,2
2017-08-23,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,b0db0d93-4077-4747-a16d-d7fafe6ea697,2,3,59.5,3,3
2017-08-23,ACTED,Badakhshan,Eshkashem,yes,18000,no,no,yes_improved_a_little,more_than_half,,,almost_nothing,,,,,,less_than_half,,,,same,fc71148c-dc94-4b5d-993a-63d167e1e1ad,7,2,57,3,3
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,less_than_half,,,,,,less,f441393d-2908-4856-903c-9d0cfc7dbe15,7,2,42,2,2
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,less,0b25043a-d62c-42cc-8917-7fc94ee5006e,3,3,50.5,3,3
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,less_than_half,,,,,,,,,,,,less,f844935a-91e3-49ab-a2a5-5fa6b2774e32,3,3,44.5,3,3
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,,,less_than_half,,,,,,less,bca2b038-46f9-45fd-bfdd-598eca32158c,5,2,33,2,2
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,less_than_half,,,,,,less_than_half,,,,,,less,8d3a78c3-fd57-4f14-b8f9-dc160eef6c30,13,1,24.5,1,1
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,,,less_than_half,,,,,,same,d7555f27-92a1-4d36-8924-cdd2c3730d36,11,1,24.5,1,1
2017-08-23,ACTED,Kunduz,Kunduz,no_some_richer_households_got_assistance,14000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,less,a537d918-cc15-4880-b3c6-a0f59af496c7,2,3,68.5,3,3
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,30136de1-ee8d-47d7-9746-f285b364583e,9,2,27,1,1
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,f8757170-d47e-436b-9b35-c596224d559c,3,3,44.5,3,3
2017-08-23,ACTED,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,more_than_half,less_than_half,,,,,,,,,,,,less,db0d979f-b319-410a-9d50-4ec448016e0e,3,3,69.5,3,3
2017-08-23,NRC,Nangarhar,Behsud,yes,29999,no,yes,yes_improved_a_lot,less_than_half,,,,less_than_half,,,,,less_than_half,,less_than_half,,less,a306bbe7-5aa2-453d-b8d2-7d19961e5f6f,0,3,43,3,3
2017-08-23,NRC,Nangarhar,Chaparhar,yes,29999,yes,yes,yes_improved_a_lot,less_than_half,less_than_half,,,less_than_half,,,less_than_half,,,,,,less,833de4b6-9a3f-4569-9666-941115a6c258,0,3,43.5,3,3
2017-08-23,NRC,Nangarhar,Behsud,yes,29999,yes,yes,yes_improved_a_lot,less_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,bdced271-93dc-4d2f-a732-78c7d18948a3,0,3,43.5,3,3
2017-08-23,ACTED,Baghlan,Pul_e_Hesar,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,3fba0b86-d0ea-4bbf-854c-2236f7a6929b,3,3,45.5,3,3
2017-08-23,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,,,less_than_half,more_than_half,,,,,,,,,,same,9f28e98b-ed5c-4c54-bac9-e8c17fd69d99,5,2,61,3,3
2017-08-23,ACTED,Baghlan,Nahrin,yes,14000,yes,no,yes_improved_a_little,more_than_half,,less_than_half,,,,,,,,,,,same,050ee1b8-b71d-4b85-87a5-6f3a9b12d4da,5,2,54,3,3
2017-08-23,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,less,3fbb64ac-7242-4310-856e-ed54d891684b,3,3,45.5,3,3
2017-08-23,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,,,less_than_half,,,,,,more,d3e375dd-af11-407b-bd12-890b41bd6dd0,6,2,35.5,2,2
2017-08-23,DRC,Kabul,Bagrami,yes,30000,yes,no,yes_improved_a_little,almost_nothing,,,almost_nothing,,less_than_half,,,,,more_than_half,,,same,0639b089-8070-4d2d-a1f3-7a23b8f347c3,14,1,41.5,2,1
2017-08-23,DRC,Kabul,Deh_Sabz,no_some_needy_people_did_not_get_assistance,30000,yes,no,yes_improved_a_little,less_than_half,,,almost_nothing,almost_nothing,less_than_half,,less_than_half,,,more_than_half,,,same,13b6925f-e445-446d-9eca-2f5cb2366a72,9,2,38.5,2,2
2017-08-23,DRC,Kabul,Deh_Sabz,yes,30000,yes,no,yes_improved_a_little,almost_nothing,,,almost_nothing,almost_nothing,less_than_half,,,,,more_than_half,,,same,37fcb243-4e4e-4910-917d-76e4d185dc82,14,1,46,3,2
2017-08-23,DRC,Kabul,Estalef,yes,30000,yes,no,yes_improved_a_little,more_than_half,,,almost_nothing,,,,less_than_half,,,less_than_half,,,same,98d5a720-f5aa-42e9-b426-ccda73019dd6,15,1,54.5,3,2
2017-08-23,DRC,Kabul,Bagrami,no_some_needy_people_did_not_get_assistance,30000,no,no,yes_improved_a_little,almost_nothing,,,almost_nothing,,less_than_half,,more_than_half,,,,,,same,172893a9-36cf-4e21-ad79-00fe78d4496e,10,1,43,3,2
2017-08-23,DRC,Kabul,Deh_Sabz,no_some_needy_people_did_not_get_assistance,30000,yes,no,yes_improved_a_little,less_than_half,,,almost_nothing,almost_nothing,less_than_half,,less_than_half,,,more_than_half,,,same,bea884a5-b63a-43f8-96d2-d630e7ca8d21,9,2,38.5,2,2
2017-08-23,PIN,Balkh,Dehdadi,yes,22000,yes,yes,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,less_than_half,,,,same,8c78fd64-93f5-4090-a187-6ecc296657df,7,2,32.5,2,2
2017-08-23,PIN,Balkh,Dehdadi,yes,22000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,less,3567a522-9ce7-4d36-b438-5e869a92149b,5,2,37,2,2
2017-08-23,PIN,Balkh,Dehdadi,yes,22000,yes,yes,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,same,67ce21fb-1481-47be-bab2-a37d50c4df85,15,1,22,1,1
2017-08-23,PIN,Balkh,Dehdadi,yes,22000,yes,no,yes_improved_a_little,more_than_half,,,,,,,less_than_half,,,,,,same,cc8146bd-809b-4db5-ab27-472a8ca9849d,3,3,32.5,2,3
2017-08-23,PIN,Balkh,Dehdadi,yes,22000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,same,e1b09a33-907e-482e-b0e6-99e2295f2283,7,2,24.5,1,1
2017-08-24,ACTED,Baghlan,Nahrin,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,less_than_half,,,,,,,,,,more,20fa408e-e8c8-4d76-b4fd-abe03258427b,6,2,28,1,1
2017-08-24,ACTED,Baghlan,Nahrin,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,a215a6fa-60c4-4182-9b34-fc35cbbf5a06,6,2,32,2,2
2017-08-24,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,3c3815f2-a872-4809-8b16-0044b8b07bdf,3,3,29,2,3
2017-08-24,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,9b2c405b-2139-47f2-955a-de52c0a885df,0,3,34,2,3
2017-08-24,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,d3e9ee2a-987a-4b50-8ee7-9721aaea101c,3,3,42,2,3
2017-08-24,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,fc45430b-e545-41b2-bba2-33d47874fa46,3,3,45.5,3,3
2017-08-24,ACTED,Baghlan,Khenjan,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,f5c44e4b-d076-4b29-819f-cec2f4c5d2fd,3,3,45.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,d4adc9a0-41e5-42ac-af8e-d42d19058f7a,4,2,37.5,2,2
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,same,5eb55cfb-09a8-4c18-9cd6-718ee7c2a3c2,3,3,59.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,same,aa22f174-5442-4259-94ed-2a73e535045e,3,3,50.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,e828f510-56ed-4e76-8eac-e888755cc0d1,2,3,46.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,less_than_half,,,,,same,7feee9e5-a500-4dbe-8816-58d95777eb8d,3,3,37.5,2,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,more_than_half,,less_than_half,,,,,,same,504318d0-a3f2-449b-bef4-a030a337aaa7,3,3,43.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,,,,more_than_half,,,same,8cf4b506-f037-4412-b7eb-f8b81b24dbff,3,3,34.5,2,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,ebc0af32-0bf0-43eb-a06a-ac6055a7ea71,2,3,58.5,3,3
2017-08-24,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,same,ec88930c-76f4-4580-a106-ffb8743f42ac,2,3,38.5,2,3
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,,less_than_half,,,,,,,,,more_than_half,,,less,fe462caa-6a38-4c40-a7a9-1b13ca9381ff,3,3,20.5,1,2
2017-08-24,NRC,Balkh,Balkh,yes,26000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,less_than_half,,,,,,,,,,same,77ce55ec-fc17-4c5e-9de7-0e4904e0e32c,3,3,16.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,almost_nothing,,,less_than_half,less_than_half,,,,,,more_than_half,,,less,f1b12680-6d35-4f09-9b6e-aea3b1553b7a,2,3,37.5,2,3
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,no,no,no_it_created_problems,almost_nothing,less_than_half,,less_than_half,,more_than_half,,,,,more_than_half,,,same,19dba62e-229e-4793-b043-57ddb5b3c2a3,3,3,28.5,2,3
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,more_than_half,less_than_half,,more_than_half,,,,,,,,less,9436f96c-6dec-48b5-8111-6ad863b4e21f,2,3,24.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,more,15529dc0-bdc8-40fe-831d-ec547ea871fc,2,3,13.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,,,,more_than_half,,,more,ac5f6303-8624-40fd-a85a-fe13a2121dc4,3,3,19.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,more,fdfb441b-57d5-4c9f-bb2e-cda9a232668d,3,3,22.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,more,e00e9cbe-1493-4a39-8f55-9494e21d5cdf,3,3,18.5,1,2
2017-08-24,NRC,Balkh,Mazar_e_Sharif,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,more,ad3217e3-8180-4a23-acc1-a298936faa29,2,3,22.5,1,2
2017-08-24,ACTED,Kunduz,Emam_saheb,no_some_richer_households_got_assistance,24000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,,,less_than_half,,,,,,,,less,ec91207a-afd4-445e-8a1c-0cf321745232,3,3,51,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,yes,yes_improved_a_little,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,9b8604f6-5486-4135-aa3a-a9673f4579bc,1,3,51.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,no,yes_improved_a_little,less_than_half,,,,,,more_than_half,,,,,,,less,ec7e0110-158a-44d4-b06f-7f6f76f1cb84,1,3,45.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,no_some_richer_households_got_assistance,24000,yes,no,yes_improved_a_little,less_than_half,less_than_half,,,,,more_than_half,,,,,,,less,98a9e2ef-cb02-4c1e-80c4-8692da08ec5c,1,3,72.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,less,1e69801a-2038-45bd-a518-bb91e73aa398,1,3,45.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,no_some_richer_households_got_assistance,24000,yes,no,yes_improved_a_little,more_than_half,,,,,,less_than_half,,,,,,,less,485418a3-8db4-440a-819d-364334beea12,1,3,52.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,no_some_richer_households_got_assistance,24000,yes,yes,yes_improved_a_lot,more_than_half,less_than_half,,,,,,,,less_than_half,,,,less,c301efdb-2eb6-42c4-8984-0b1eeb5af40e,2,3,39.5,2,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,yes,yes_improved_a_little,more_than_half,,,less_than_half,,,,,,,,,,less,a1d38ed0-95cd-4384-9be0-35f689ce73be,2,3,44.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,,,,,,,,,,,less,7d469048-ceb1-467d-868f-19c24d02c049,1,3,41.5,2,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,no,yes_improved_a_little,more_than_half,less_than_half,,,,less_than_half,,less_than_half,,,,,,less,0023ac98-eada-4203-bc5d-39d315632039,1,3,75.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,no_some_richer_households_got_assistance,24000,yes,yes,yes_improved_a_lot,,,,,,,more_than_half,,,less_than_half,,,,less,c6c0b324-c51b-4958-92de-1dd3cfa29ea3,1,3,73.5,3,3
2017-08-24,ACTED,Kunduz,Emam_saheb,yes,24000,yes,no,yes_improved_a_little,,,,,,,,,,,more_than_half,,,less,d3144e08-5747-48b8-ae10-34ff2751612d,2,3,40.5,2,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,more_than_half,,,,,less,6aeaa1ec-06fd-4b43-ae43-60f67a39ea62,2,3,63.5,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,almost_nothing,,,less,60581ce9-c0cd-4514-b89d-88f2b1b46cca,11,1,50,3,2
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_little,,,,,,,,,almost_all,,almost_nothing,,,less,a4149883-87fb-4dfe-b2c0-5be9f6511a00,23,1,49.5,3,2
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,almost_nothing,,less_than_half,,,less,47196772-fa20-4933-af49-f7629a32b670,3,3,61,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,almost_nothing,,less_than_half,,,less,b7191abb-64d3-495b-9b74-c99dd5170311,3,3,33.5,2,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,less_than_half,,,,,more_than_half,,,less,ca54ce3f-6e81-4f1d-82db-bd2c42475a8d,8,2,55.5,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,almost_nothing,more_than_half,,,less,8b8bf491-10b1-4140-a95b-6162575ddc21,3,3,52.5,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,no,yes_improved_a_little,,,,,,less_than_half,,,,almost_nothing,more_than_half,,,same,5c661c7b-0f10-4565-89c7-a51d69a76907,3,3,69.5,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,almost_nothing,,,less_than_half,,,less,f3e26388-5a0a-4328-a422-641e0205ccbc,12,1,51,3,2
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,no,yes,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,,,,less_than_half,,,less,1d44b446-b49b-429f-9078-64d9168a9d76,7,2,50,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,43cb08df-b8d5-4323-8cf5-c1d4cbc349b2,13,1,55,3,2
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,,,,more,cd099087-f213-4dd8-b3ca-efa02187c6a1,4,2,70,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,999136a6-6a1e-4264-93c8-cf42b27a7857,6,2,57.5,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,,,,less_than_half,,,more,6b7e3183-71dd-4ff5-add8-6dd1960d06fa,2,3,56,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,less_than_half,,,more_than_half,,,,,,,,,,less,506c9545-9d64-47fc-b12d-ad4326913f53,8,2,51,3,3
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,,more_than_half,,,same,7b348319-2464-4c24-b21e-50f67f0f526d,4,2,39,2,2
2017-08-24,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,,,,,,less_than_half,,,,,more_than_half,,,same,41961066-c0af-451d-9cf2-d11a48d1607c,4,2,50.5,3,3
2017-08-26,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,same,e97e1f5c-3d8a-4a76-a63b-e5586c66eb46,3,3,19.5,1,2
2017-08-26,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,more_than_half,,,more_than_half,,,same,75555323-bfd6-4c46-a195-762e3531aa29,3,3,16.5,1,2
2017-08-26,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,more_than_half,,,,,,same,ae505afc-07c0-4096-a100-364bfe66da86,3,3,19.5,1,2
2017-08-26,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,less_than_half,,,,,,less,a19822f9-3635-4a73-8a76-a5b692d1f44d,3,3,26.5,1,2
2017-08-26,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,more_than_half,,,,,,same,e270eacb-7d28-4e9a-8396-576cdcaf17f0,3,3,52.5,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,69cbe9b8-6b6a-4786-a208-f30b083f3f46,7,2,49.5,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_little,less_than_half,,,,,more_than_half,,,,,,,,less,d57a9add-d98f-4ac3-a67a-fcc489ac1115,9,2,49,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,,,,same,1512a8d3-3851-4091-b202-e9ae6cc2d55d,4,2,54,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_little,,,,,,less_than_half,,less_than_half,,,more_than_half,,,less,3b012268-c186-4ae6-a77c-3d43193be4a8,5,2,47.5,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_little,,,,,,less_than_half,,,,,more_than_half,,,more,acfa2258-f595-45af-8a29-b56bd61d2adf,9,2,49,3,3
2017-08-27,ACTED,Badakhshan,Baharak_(Badakhshan),yes,24000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,more,7862f54f-a4df-4694-a675-acb3c7ee900c,15,1,48,3,2
